text_length,text_quality,metadata_score,structure_score,field_score,suspicious_keywords,repeated_lines,abnormal_symbols,missing_fields,metadata_anomaly,tampering_indicators,risk_score,label
4907,25,57,51,10,9,4,2,3,2,4,74.92,Fake
4820,56,22,50,43,7,7,5,3,6,3,68.58,Fake
3068,33,16,31,30,8,2,5,3,2,6,81.86,Fake
4424,26,30,32,52,4,2,2,3,6,9,75.76,Fake
3033,14,50,32,39,5,2,7,7,3,4,79.24,Fake
2633,47,48,70,70,2,2,3,4,3,3,47.16,Suspicious
3567,23,59,11,43,5,6,2,6,7,3,67.17,Fake
3521,51,49,33,23,4,6,7,3,7,4,75.06,Fake
1479,60,42,52,76,2,3,3,4,1,3,51.72,Suspicious
2703,17,41,20,57,4,2,5,3,2,5,73.3,Fake
2023,83,80,88,85,1,0,0,1,0,1,14.85,Genuine
2944,98,97,96,87,0,1,0,1,1,0,9.35,Genuine
4748,13,53,50,24,9,2,7,5,2,8,87.46,Fake
4466,50,77,46,66,4,0,2,4,1,1,37.94,Suspicious
2955,55,43,29,52,4,5,4,7,7,9,76.99,Fake
1044,90,99,82,89,0,1,1,0,0,0,14.11,Genuine
215,15,12,47,32,4,4,6,7,5,9,78.66,Fake
4550,90,82,87,92,0,1,0,0,0,1,16.74,Genuine
1128,46,45,52,80,1,3,3,3,3,2,46.59,Suspicious
1578,72,40,66,61,2,2,3,2,2,2,40.16,Suspicious
794,98,99,82,85,1,1,1,0,1,1,20.06,Genuine
4622,74,72,47,45,4,1,0,1,3,3,40.35,Suspicious
2139,21,51,40,21,6,2,3,5,6,5,77.35,Fake
349,53,10,19,20,5,5,6,7,3,4,78.79,Fake
3603,51,53,70,62,3,2,3,4,1,3,42.21,Suspicious
4973,77,49,78,52,1,1,3,1,3,2,36.27,Suspicious
581,62,71,74,80,1,3,0,4,1,3,27.99,Suspicious
2538,90,87,89,86,1,1,0,1,0,1,17.34,Genuine
1188,93,81,89,86,1,1,0,1,1,1,15.28,Genuine
493,31,35,28,30,7,3,2,6,3,3,71.17,Fake
185,50,44,39,14,6,7,4,7,6,8,81.11,Fake
3610,87,86,85,86,0,0,0,0,0,1,10.73,Genuine
4396,97,80,84,86,0,1,1,0,0,1,14.49,Genuine
2554,56,39,33,50,3,2,6,4,5,4,59.61,Fake
428,80,59,54,68,4,0,0,3,2,1,39.54,Suspicious
2027,17,58,40,21,7,7,7,5,5,4,83.58,Fake
2581,80,93,97,97,1,1,1,1,1,1,19.57,Genuine
269,66,80,71,76,4,0,2,4,2,1,35.52,Suspicious
4450,50,76,77,50,4,1,1,3,1,1,34.91,Suspicious
195,21,52,36,26,4,6,6,6,3,3,77.44,Fake
210,91,82,88,98,0,0,0,1,0,1,13.5,Genuine
4825,23,48,20,17,7,5,4,6,7,4,76.78,Fake
2652,34,44,26,53,5,4,2,6,4,8,74.06,Fake
4532,87,89,100,89,0,1,0,1,1,1,12.83,Genuine
2061,52,70,68,57,4,3,1,2,3,1,40.68,Suspicious
4086,15,40,25,40,3,7,2,7,5,4,68.22,Fake
3301,36,12,33,34,4,3,5,4,3,7,79.03,Fake
826,69,54,77,55,4,1,3,3,1,3,44.04,Suspicious
4834,72,74,75,57,2,2,3,3,3,2,30.18,Suspicious
2235,71,55,58,78,3,3,2,2,3,1,40.85,Suspicious
1691,98,91,91,93,0,0,1,1,1,0,8.34,Genuine
199,96,91,83,93,1,1,1,1,1,0,9.27,Genuine
4341,62,60,54,65,2,0,3,3,1,1,34.1,Suspicious
3827,72,74,61,78,3,0,0,2,2,1,26.8,Suspicious
3779,12,12,31,31,4,4,4,7,5,7,88.11,Fake
717,83,80,87,97,0,0,0,1,1,1,14.68,Genuine
1404,69,59,59,71,3,3,1,2,2,2,39.25,Suspicious
3138,47,52,54,10,5,3,4,5,5,5,69.85,Fake
104,97,90,83,96,0,1,1,0,0,0,10.2,Genuine
3159,47,41,50,65,1,1,3,3,3,1,43.1,Suspicious
3968,87,93,86,88,1,0,0,0,1,1,14.4,Genuine
2153,56,16,60,55,6,6,2,5,6,5,66.85,Fake
433,82,83,83,92,0,0,0,0,1,1,13.78,Genuine
2664,68,72,75,78,2,3,2,4,1,2,38.43,Suspicious
4106,26,41,11,45,3,4,4,4,6,8,79.83,Fake
394,81,100,81,90,0,0,0,1,1,0,7.18,Genuine
3758,94,90,98,97,0,1,1,1,0,1,15.21,Genuine
1638,60,66,67,68,4,2,0,3,3,1,42.33,Suspicious
4854,82,89,80,95,1,0,1,0,1,0,17.02,Genuine
4000,21,50,17,41,3,2,6,7,2,3,66.34,Fake
3420,46,44,55,54,3,2,1,3,3,1,42.51,Suspicious
4528,51,47,64,56,3,0,3,1,2,2,44.86,Suspicious
1400,57,59,80,56,1,0,0,2,2,1,26.75,Suspicious
3479,92,100,90,95,0,1,0,0,1,1,11.79,Genuine
3342,56,24,44,28,9,4,6,4,3,5,86.02,Fake
4368,94,83,99,94,1,1,0,1,0,1,12.98,Genuine
3355,80,77,79,51,3,3,1,2,3,1,31.86,Suspicious
3849,48,19,33,42,8,4,6,4,2,7,83.34,Fake
4975,31,20,29,38,5,2,3,4,2,9,76.87,Fake
4553,53,56,49,40,7,2,2,4,4,6,69.43,Fake
1515,43,25,47,60,4,2,4,6,3,7,72.06,Fake
886,87,91,92,97,0,1,0,0,1,0,5.6,Genuine
4137,81,98,87,86,0,0,1,0,1,0,12.32,Genuine
4142,10,18,36,16,7,7,4,7,2,4,81.13,Fake
2674,90,92,90,87,1,0,0,1,0,0,12.84,Genuine
1507,42,20,59,43,8,4,2,3,5,9,87.9,Fake
709,65,51,70,45,1,0,1,3,1,3,38.11,Suspicious
3703,36,31,30,33,5,3,2,7,5,7,80.63,Fake
3816,81,91,95,87,1,0,1,1,1,1,16.32,Genuine
583,63,64,59,49,3,0,1,4,1,3,40.79,Suspicious
1853,17,14,19,59,6,7,4,5,6,9,85.35,Fake
920,53,57,75,61,3,1,2,1,1,2,40.58,Suspicious
2481,91,98,86,85,1,0,1,0,0,1,15.19,Genuine
2140,50,42,59,50,2,0,2,3,2,1,39.79,Suspicious
3382,58,65,52,71,3,3,3,4,3,1,38.12,Suspicious
1509,90,86,85,88,1,1,0,0,0,0,13.49,Genuine
446,35,58,48,50,9,3,7,7,7,4,76.76,Fake
882,92,93,80,96,0,1,1,1,1,1,18.26,Genuine
3830,29,39,47,12,6,3,7,7,6,4,73.11,Fake
4749,82,87,98,88,1,1,1,1,1,0,17.57,Genuine
1818,65,57,55,71,3,1,0,2,1,1,29.33,Suspicious
4179,66,52,65,65,4,0,0,1,2,2,37.49,Suspicious
4595,100,88,91,100,0,0,0,1,0,0,6.66,Genuine
5000,83,96,84,93,0,1,1,0,0,1,13.91,Genuine
2059,71,55,58,58,3,0,3,2,2,1,43.25,Suspicious
3943,55,70,76,71,2,2,1,2,1,1,27.96,Suspicious
4119,59,55,17,33,6,7,7,7,2,4,74.55,Fake
4073,92,83,80,86,0,1,1,1,1,1,18.47,Genuine
614,73,78,46,55,3,2,3,1,2,2,40.57,Suspicious
4357,78,77,47,52,4,2,1,1,1,3,40.76,Suspicious
3494,56,64,49,48,4,3,0,1,3,3,46.25,Suspicious
1630,88,81,82,90,0,1,0,1,0,1,12.51,Genuine
637,24,47,25,26,4,3,4,6,4,8,83.49,Fake
1201,55,55,61,49,4,3,1,3,3,2,42.86,Suspicious
2927,82,87,84,89,1,0,0,0,1,0,13.57,Genuine
3123,97,80,91,88,1,1,1,0,1,1,20.58,Genuine
1349,89,88,87,87,0,0,1,1,1,0,12.99,Genuine
1786,63,73,69,60,4,2,0,3,2,3,38.56,Suspicious
3393,55,47,69,46,2,0,3,4,3,3,45.17,Suspicious
4420,95,98,94,96,0,1,0,1,0,1,12.9,Genuine
1573,25,17,38,32,7,2,7,5,6,8,84.73,Fake
1626,39,45,44,11,4,4,3,6,5,9,78.41,Fake
4773,10,45,49,33,8,6,3,4,3,7,82.05,Fake
4585,73,43,54,61,2,0,3,4,1,2,34.7,Suspicious
3051,18,37,55,25,9,7,7,5,3,9,86.85,Fake
1573,69,56,70,48,4,0,1,2,1,3,40.41,Suspicious
4239,51,15,26,55,7,7,3,3,6,9,81.76,Fake
4092,80,42,53,54,4,3,1,2,1,3,44.44,Suspicious
2026,10,44,25,39,5,2,3,4,5,5,73.2,Fake
2827,58,66,63,75,2,0,1,1,3,1,30.89,Suspicious
3529,93,83,87,93,1,0,0,1,1,1,16.1,Genuine
3663,92,100,89,95,0,1,0,1,1,0,3.95,Genuine
3775,30,44,16,27,5,5,4,4,6,6,79.41,Fake
2384,40,20,31,12,4,2,7,3,5,9,80.65,Fake
2229,69,49,74,54,2,1,0,2,1,2,33.9,Suspicious
977,71,76,70,47,3,1,1,2,2,2,36.56,Suspicious
1740,50,48,31,58,3,3,7,4,2,4,67.49,Fake
709,87,83,90,89,1,1,1,0,1,1,27.37,Genuine
2284,57,78,64,76,2,1,2,1,1,1,32.27,Suspicious
1055,52,74,46,77,4,1,0,2,1,2,35.8,Suspicious
3874,46,43,68,62,3,0,1,4,2,1,33.91,Suspicious
1138,62,62,65,55,3,0,3,1,3,2,41.0,Suspicious
4157,61,58,46,59,3,2,0,2,2,1,37.93,Suspicious
3475,98,84,100,94,1,0,0,1,1,0,7.74,Genuine
2225,50,38,44,59,4,5,6,3,2,5,68.47,Fake
2952,63,71,74,70,3,0,1,3,3,2,35.83,Suspicious
289,67,58,73,64,1,3,1,3,2,1,33.59,Suspicious
3580,48,43,56,51,1,0,0,4,3,2,35.88,Suspicious
2360,99,97,99,97,0,0,0,1,0,1,9.29,Genuine
3061,48,35,39,50,9,2,6,6,2,6,80.14,Fake
3583,28,41,32,12,3,5,2,6,6,7,75.41,Fake
4831,97,80,89,91,1,1,0,0,1,0,6.58,Genuine
3245,20,11,10,37,6,2,4,6,4,9,89.49,Fake
3679,65,50,78,74,2,3,1,3,2,3,41.56,Suspicious
166,95,88,81,91,1,0,0,1,1,0,8.51,Genuine
2850,100,97,87,95,0,0,0,1,1,1,8.54,Genuine
3980,45,71,76,68,4,0,3,4,1,2,37.65,Suspicious
3800,98,89,93,99,1,1,1,1,0,1,13.9,Genuine
4272,91,80,82,88,1,1,0,1,1,1,13.93,Genuine
487,63,65,61,72,3,2,3,4,1,3,47.96,Suspicious
3681,89,97,80,96,1,1,0,0,1,1,17.72,Genuine
3718,97,83,83,96,1,0,1,0,1,0,11.17,Genuine
3910,90,96,94,93,0,0,0,0,1,1,9.24,Genuine
1219,16,13,10,24,6,7,7,4,2,7,80.29,Fake
483,97,100,100,93,1,0,1,1,0,1,11.91,Genuine
4224,83,80,94,94,1,1,0,1,0,1,15.7,Genuine
1503,54,49,64,45,2,0,1,3,2,2,32.74,Suspicious
1015,89,88,91,98,0,0,0,1,1,1,9.13,Genuine
2700,13,34,59,10,9,5,5,6,7,3,77.74,Fake
3951,73,44,69,75,2,0,1,4,3,3,32.7,Suspicious
1289,23,52,41,21,9,5,3,7,3,9,90.43,Fake
3546,31,30,31,37,3,3,2,4,3,3,61.96,Fake
2760,41,51,51,12,3,4,5,5,6,4,67.78,Fake
3409,43,45,55,48,9,7,6,6,3,5,83.32,Fake
979,82,99,89,88,1,0,0,0,0,0,7.49,Genuine
4957,83,92,86,92,1,0,0,0,0,1,10.72,Genuine
4457,54,10,53,29,6,6,6,5,4,5,85.27,Fake
118,41,40,51,53,8,4,3,6,3,7,79.32,Fake
4291,41,38,12,17,5,3,7,5,2,7,83.58,Fake
2201,86,94,84,92,1,1,0,1,0,0,6.04,Genuine
1374,49,32,49,19,4,3,3,6,2,5,67.0,Fake
2311,64,72,78,73,2,0,3,3,2,1,31.2,Suspicious
1677,90,96,84,91,0,0,1,0,0,0,10.46,Genuine
3414,94,86,96,100,1,1,1,1,1,1,18.35,Genuine
651,54,15,46,42,7,7,6,6,7,5,85.48,Fake
3491,37,23,14,42,8,3,2,5,7,7,80.49,Fake
3590,41,32,28,24,5,7,7,7,2,5,84.6,Fake
2862,58,75,51,78,2,3,1,1,3,2,39.77,Suspicious
4492,98,96,92,86,1,0,1,0,1,1,11.01,Genuine
2196,18,34,58,45,9,4,7,3,5,7,78.69,Fake
4438,80,88,82,95,1,1,1,1,0,1,19.93,Genuine
4585,42,58,26,55,4,7,7,6,2,9,71.46,Fake
3843,35,14,24,55,3,5,3,7,2,6,77.26,Fake
1677,55,33,59,41,9,7,3,5,3,4,76.9,Fake
588,21,39,42,46,4,5,4,4,7,9,73.59,Fake
1614,52,74,47,76,2,2,3,2,3,1,37.37,Suspicious
4956,75,64,74,48,1,1,2,4,1,2,30.72,Suspicious
389,37,10,60,15,6,6,2,6,5,6,82.44,Fake
3130,94,98,99,90,0,0,0,1,1,1,10.26,Genuine
1425,55,57,36,33,4,4,7,6,3,4,69.2,Fake
2058,78,53,66,61,4,2,2,2,1,1,38.18,Suspicious
1501,38,53,45,53,9,5,7,5,6,6,81.9,Fake
3067,70,62,66,71,1,3,3,4,1,2,39.2,Suspicious
2311,49,78,51,76,4,0,1,2,2,1,35.96,Suspicious
398,86,84,100,87,1,0,0,0,0,1,11.82,Genuine
727,16,45,44,28,5,3,6,6,3,4,73.01,Fake
4035,75,80,78,51,1,0,1,1,2,3,28.89,Suspicious
2159,91,96,88,89,1,1,1,1,1,0,15.77,Genuine
4617,77,52,60,66,1,3,1,3,3,1,34.1,Suspicious
2977,39,38,19,41,3,2,4,4,6,9,76.33,Fake
4049,62,58,80,70,1,2,3,1,2,3,33.05,Suspicious
3478,86,90,97,95,0,0,1,0,0,0,7.59,Genuine
222,33,31,53,54,4,6,2,4,4,6,70.45,Fake
1998,32,19,60,39,8,6,6,6,3,8,83.88,Fake
4409,69,69,74,80,3,3,2,3,2,1,33.36,Suspicious
3625,72,41,76,70,2,0,2,4,2,3,38.61,Suspicious
201,60,55,57,73,1,1,3,1,1,1,33.55,Suspicious
500,11,39,37,26,6,5,6,7,2,4,80.74,Fake
723,87,83,95,99,1,1,1,1,1,1,13.75,Genuine
1280,37,33,51,37,8,7,6,3,6,4,80.7,Fake
1079,83,83,84,95,0,1,1,1,1,1,16.89,Genuine
972,84,82,80,88,0,1,1,1,1,1,19.53,Genuine
2653,91,89,100,99,0,0,0,1,0,1,10.56,Genuine
2427,56,56,45,32,6,3,2,3,6,7,64.97,Fake
2503,82,91,83,89,1,0,1,0,0,0,12.76,Genuine
4402,81,96,81,87,1,0,0,0,0,1,14.33,Genuine
2208,50,15,30,51,4,4,5,5,4,4,67.4,Fake
1383,87,99,98,87,1,1,0,0,0,0,7.84,Genuine
382,78,50,58,59,3,1,2,1,2,2,40.56,Suspicious
2665,31,58,27,30,5,3,7,3,3,9,77.84,Fake
697,59,76,72,46,1,1,3,2,2,1,31.78,Suspicious
4721,89,83,80,92,1,1,0,0,1,0,6.44,Genuine
1628,99,98,91,88,0,0,0,0,1,0,0.97,Genuine
3061,63,71,63,68,4,3,0,4,2,1,35.8,Suspicious
2980,87,91,88,85,1,0,1,0,0,1,15.09,Genuine
2266,95,96,98,88,1,1,0,1,1,0,10.67,Genuine
4477,84,99,84,91,1,0,0,1,0,0,14.64,Genuine
4801,32,47,38,53,7,5,4,3,3,4,75.38,Fake
2736,31,42,53,56,4,3,5,4,3,4,64.86,Fake
3026,93,89,87,96,0,1,1,0,1,1,15.24,Genuine
391,85,84,89,86,0,1,0,1,0,1,17.63,Genuine
178,26,50,15,50,3,3,5,7,3,8,75.23,Fake
3289,46,70,76,53,3,0,1,1,1,3,34.15,Suspicious
995,87,96,99,95,0,1,0,1,1,1,15.34,Genuine
747,35,45,14,56,8,4,5,4,7,4,77.06,Fake
1260,32,47,59,39,6,3,2,7,2,7,76.76,Fake
4788,94,80,86,96,0,1,0,0,1,0,11.61,Genuine
3388,15,36,44,30,6,4,2,6,5,5,71.58,Fake
4350,23,49,32,27,7,5,4,6,2,6,87.53,Fake
4543,78,42,76,48,4,0,0,1,1,2,35.87,Suspicious
1305,70,75,55,50,4,0,2,3,2,1,35.78,Suspicious
4177,63,41,61,58,4,2,1,2,3,2,46.95,Suspicious
289,80,83,86,98,1,1,1,0,0,1,19.87,Genuine
4593,94,83,85,87,0,1,0,1,1,1,14.81,Genuine
1627,79,79,57,60,3,0,2,3,1,3,37.45,Suspicious
4515,93,90,83,96,1,0,1,0,0,1,15.9,Genuine
4494,27,27,47,42,5,2,3,6,6,6,74.47,Fake
1342,42,11,27,55,9,7,7,5,2,5,81.64,Fake
2253,98,89,92,99,1,0,0,1,1,0,14.32,Genuine
2872,81,94,84,94,1,1,1,0,1,1,18.45,Genuine
4600,88,94,91,95,0,1,0,0,0,0,9.37,Genuine
3728,100,99,80,93,1,0,1,0,0,1,11.25,Genuine
3597,56,65,71,73,3,1,0,1,1,3,38.41,Suspicious
4199,47,71,57,65,4,0,1,4,3,2,46.29,Suspicious
3516,86,81,87,86,0,0,0,1,1,1,13.43,Genuine
2834,95,86,85,96,0,0,0,1,0,1,11.26,Genuine
4100,86,80,81,88,1,1,0,1,1,1,16.98,Genuine
1115,57,57,61,74,2,2,1,1,1,2,36.21,Suspicious
4289,82,89,89,100,1,0,1,0,1,1,14.65,Genuine
961,60,47,66,78,4,3,1,4,3,3,51.27,Suspicious
2998,63,58,80,53,4,2,3,2,3,1,42.08,Suspicious
4470,80,80,80,87,0,0,1,0,1,0,18.31,Genuine
3561,66,70,51,70,3,1,1,4,3,1,40.74,Suspicious
3755,89,96,94,96,1,1,1,0,1,0,11.42,Genuine
4394,66,65,78,51,2,0,0,1,1,3,32.34,Suspicious
4921,56,48,49,48,5,4,4,7,3,8,78.82,Fake
202,17,40,44,36,6,3,5,4,5,6,79.14,Fake
4005,29,33,18,30,8,2,6,7,7,8,92.4,Fake
4929,68,72,77,53,3,0,2,3,2,2,33.81,Suspicious
568,59,75,68,73,2,1,1,2,2,3,32.07,Suspicious
1141,86,95,88,100,1,0,1,0,1,0,7.84,Genuine
2598,64,47,64,80,1,0,2,2,1,2,34.96,Suspicious
1468,89,97,100,86,0,0,1,0,1,1,13.7,Genuine
2625,57,42,10,48,3,7,3,6,4,5,68.45,Fake
2526,49,31,18,40,4,3,7,4,3,6,76.12,Fake
971,21,54,22,58,4,5,2,7,6,7,77.96,Fake
3123,50,49,54,69,2,2,2,1,3,3,37.83,Suspicious
763,48,55,57,64,3,0,2,1,2,2,36.37,Suspicious
1632,60,27,22,26,5,2,6,6,5,7,79.57,Fake
3605,99,94,97,97,1,1,1,1,0,1,13.12,Genuine
2709,51,58,36,59,4,6,6,6,2,8,70.58,Fake
211,81,93,88,94,0,0,0,1,1,0,16.8,Genuine
2071,98,90,98,86,1,0,1,1,1,0,5.45,Genuine
1492,53,42,52,48,4,3,2,1,1,3,50.51,Suspicious
2564,58,80,52,60,2,0,1,1,1,2,36.2,Suspicious
546,65,61,65,74,3,3,3,3,3,1,31.37,Suspicious
3833,49,15,21,60,6,5,2,4,7,3,71.04,Fake
4321,54,41,68,55,4,2,2,4,3,2,49.12,Suspicious
491,80,48,67,51,3,0,0,2,2,2,36.23,Suspicious
4275,99,100,86,93,1,1,1,1,1,1,13.65,Genuine
1671,80,46,61,45,2,2,3,4,2,2,43.19,Suspicious
1978,56,55,52,22,9,4,2,4,4,6,78.17,Fake
4546,91,86,91,87,1,0,0,1,0,1,10.25,Genuine
4812,55,67,54,49,1,3,3,3,1,1,40.19,Suspicious
2745,76,44,66,72,4,0,3,3,2,3,41.63,Suspicious
3050,75,50,52,56,3,0,1,1,3,3,42.55,Suspicious
532,37,40,42,59,5,6,3,3,6,7,72.79,Fake
811,52,69,80,55,3,0,2,3,2,2,37.77,Suspicious
385,96,96,83,86,1,0,0,0,0,0,5.8,Genuine
1725,95,85,89,96,0,0,1,1,0,0,8.33,Genuine
4980,26,38,12,26,4,7,2,4,6,8,80.12,Fake
1593,60,64,70,53,3,2,0,1,1,1,39.84,Suspicious
1245,65,78,60,67,1,1,1,1,3,1,21.44,Suspicious
3225,98,85,86,89,1,1,1,1,1,0,17.36,Genuine
3059,97,87,89,87,1,0,1,1,1,1,11.45,Genuine
2256,48,57,70,66,3,0,0,3,2,3,36.71,Suspicious
1674,94,100,87,92,1,1,0,1,0,1,10.88,Genuine
2746,85,98,82,98,0,0,0,0,1,1,9.98,Genuine
3886,34,31,25,39,4,6,6,7,3,5,81.27,Fake
4952,45,49,71,52,4,2,2,4,3,2,42.64,Suspicious
3069,48,29,27,59,9,5,7,5,7,7,87.42,Fake
1310,54,56,45,55,1,2,3,4,3,1,40.9,Suspicious
4658,95,81,84,99,0,0,1,0,0,0,12.77,Genuine
991,47,11,16,27,5,3,4,3,4,5,72.68,Fake
2100,15,19,46,21,6,2,4,4,6,3,68.09,Fake
1261,81,98,87,95,1,0,1,1,0,1,20.39,Genuine
1546,28,32,50,25,9,7,4,7,3,7,88.14,Fake
1520,98,90,91,95,1,1,1,0,0,0,16.33,Genuine
4679,74,74,74,50,2,1,0,4,2,2,32.98,Suspicious
4449,86,95,91,98,0,1,1,1,0,1,16.94,Genuine
2964,45,15,46,31,7,2,4,6,6,4,70.37,Fake
474,97,98,89,94,0,1,1,1,0,0,10.31,Genuine
4747,80,86,92,98,0,0,1,1,0,0,8.72,Genuine
1211,19,44,45,22,4,5,4,4,5,4,67.66,Fake
3209,37,41,45,39,4,4,7,6,3,6,86.08,Fake
3999,77,42,61,56,3,0,2,1,2,3,41.28,Suspicious
4642,56,55,49,21,7,7,4,3,6,3,71.96,Fake
1128,100,87,84,87,1,1,1,0,1,1,15.76,Genuine
232,69,77,74,66,2,0,3,1,2,3,33.53,Suspicious
4164,59,45,70,70,4,2,0,1,3,1,40.59,Suspicious
1720,61,71,68,46,1,1,3,1,2,2,39.46,Suspicious
1244,23,25,19,29,6,3,3,3,7,7,80.12,Fake
2655,39,35,16,16,7,2,7,4,6,3,77.48,Fake
1282,54,28,34,49,8,2,4,3,3,8,86.12,Fake
1153,51,79,61,79,2,3,2,4,3,3,45.84,Suspicious
4080,79,45,63,50,2,2,0,3,3,3,39.77,Suspicious
415,77,63,76,54,3,0,1,1,1,3,40.08,Suspicious
3992,64,75,63,46,2,3,0,4,1,2,41.38,Suspicious
866,13,55,48,17,6,6,4,4,4,5,75.4,Fake
2637,27,17,16,43,6,2,4,4,3,7,83.13,Fake
2863,84,90,92,87,0,1,0,1,1,0,9.2,Genuine
4936,88,84,81,90,0,0,0,1,1,1,13.05,Genuine
3292,85,95,99,96,0,0,0,0,1,0,7.26,Genuine
3183,72,55,71,47,1,0,1,2,2,2,31.86,Suspicious
4314,81,92,80,90,1,1,1,0,0,1,16.7,Genuine
4815,87,96,93,96,0,0,1,1,1,1,13.55,Genuine
3592,60,65,67,77,2,0,1,3,2,2,30.8,Suspicious
186,86,100,85,92,0,0,0,0,1,0,6.48,Genuine
4751,94,88,93,86,1,0,1,0,1,1,15.44,Genuine
1677,46,36,30,16,5,2,7,4,7,4,74.0,Fake
1111,89,82,85,89,1,0,1,0,1,0,11.77,Genuine
529,54,38,44,20,3,4,4,3,7,9,67.64,Fake
3461,100,96,95,100,1,1,1,0,1,1,9.43,Genuine
4826,45,60,66,49,4,3,1,1,1,3,49.36,Suspicious
4041,80,90,85,91,0,1,1,1,1,1,17.09,Genuine
3323,87,91,97,86,0,0,0,0,0,1,8.77,Genuine
2764,54,43,80,79,3,2,2,2,2,2,42.84,Suspicious
1619,66,43,80,77,2,2,2,1,3,1,31.26,Suspicious
4291,13,30,12,14,5,6,4,5,2,4,82.48,Fake
2145,100,90,97,88,0,0,0,0,0,1,10.97,Genuine
3411,31,52,22,17,5,2,2,6,5,7,78.23,Fake
242,18,34,57,56,3,4,3,7,4,9,71.24,Fake
658,97,81,82,97,1,0,0,0,0,1,19.84,Genuine
3460,76,45,60,47,1,3,1,3,3,3,40.06,Suspicious
3687,84,97,89,91,1,1,0,0,0,0,13.5,Genuine
733,66,48,76,54,2,2,0,4,3,3,39.81,Suspicious
4941,60,47,67,62,2,1,0,4,3,1,39.11,Suspicious
3067,69,69,58,51,1,1,3,4,1,2,38.46,Suspicious
1755,91,80,100,92,1,1,0,0,0,1,13.19,Genuine
2742,97,83,93,86,1,0,1,0,1,1,19.86,Genuine
4285,51,48,18,31,3,7,2,5,3,5,68.82,Fake
3488,48,37,15,25,6,2,7,5,3,4,69.57,Fake
4791,87,93,87,89,1,0,1,0,0,1,14.73,Genuine
3913,31,18,26,47,4,6,3,7,7,7,80.09,Fake
3144,85,85,84,90,0,0,1,0,0,0,12.18,Genuine
1469,74,54,80,71,1,1,0,2,2,3,24.07,Suspicious
4445,55,37,10,48,4,3,7,6,4,4,70.8,Fake
2227,51,25,47,11,4,3,6,6,3,9,80.76,Fake
4518,18,20,32,57,5,3,4,6,5,8,78.56,Fake
4581,69,51,51,51,3,3,0,1,3,3,44.74,Suspicious
1345,80,84,83,99,0,0,0,1,0,1,12.38,Genuine
2411,77,54,73,46,3,0,1,4,1,3,37.49,Suspicious
2104,59,55,55,72,3,1,3,2,3,1,41.44,Suspicious
4503,20,38,30,48,7,2,4,5,3,8,80.95,Fake
4576,84,85,92,97,1,1,1,0,0,0,16.02,Genuine
3638,97,86,100,85,1,1,1,1,1,1,13.39,Genuine
2306,42,14,18,30,9,3,2,7,5,7,85.83,Fake
3251,87,87,86,85,0,0,0,1,1,0,11.45,Genuine
3084,52,56,79,80,3,3,0,1,2,3,37.54,Suspicious
3300,16,11,19,12,3,4,5,3,3,7,83.26,Fake
3934,49,77,48,61,2,0,0,1,3,2,27.02,Suspicious
286,87,83,95,86,0,0,1,0,1,1,16.96,Genuine
4686,86,96,87,96,1,1,1,1,0,1,14.75,Genuine
1193,81,98,98,97,0,0,1,0,0,0,9.62,Genuine
1939,84,87,89,98,0,0,1,0,0,0,7.03,Genuine
2902,62,69,49,55,1,1,0,4,2,1,35.02,Suspicious
4480,98,85,87,94,0,0,0,0,1,1,12.37,Genuine
2512,20,10,57,58,4,2,7,5,3,5,66.91,Fake
105,26,18,36,15,8,5,5,5,4,4,86.26,Fake
3467,68,74,50,61,2,2,3,2,2,2,40.95,Suspicious
2901,59,62,46,67,4,2,0,2,2,3,46.16,Suspicious
3522,68,71,53,63,3,0,0,1,2,2,30.08,Suspicious
4370,91,91,95,93,1,0,1,1,0,1,11.72,Genuine
382,60,10,38,57,9,6,7,6,5,9,88.02,Fake
159,46,76,63,77,3,1,0,1,3,1,26.49,Suspicious
4883,60,78,78,59,2,1,3,4,1,1,40.95,Suspicious
2927,33,43,19,15,6,7,6,7,5,9,84.26,Fake
3359,82,92,94,86,0,1,0,0,0,0,7.54,Genuine
671,29,10,46,18,3,2,4,5,7,9,79.73,Fake
3338,47,45,76,46,4,0,2,4,3,1,40.29,Suspicious
3149,84,89,85,85,1,0,1,1,0,0,14.27,Genuine
657,53,40,68,54,3,1,3,4,2,3,45.33,Suspicious
4299,60,53,27,15,4,4,7,7,2,5,79.41,Fake
3794,78,62,75,57,1,2,3,3,2,2,34.96,Suspicious
2023,45,72,66,56,3,3,0,4,2,3,44.02,Suspicious
267,90,83,84,91,0,1,0,1,1,1,17.06,Genuine
2996,78,60,68,57,1,1,1,3,3,3,39.3,Suspicious
4275,99,84,86,88,0,0,0,0,0,1,10.48,Genuine
3907,86,91,81,97,1,1,1,1,0,0,10.45,Genuine
3243,81,83,87,90,0,1,0,0,1,0,10.84,Genuine
3245,70,56,53,49,1,2,1,3,1,3,37.6,Suspicious
2369,73,75,72,52,2,0,1,4,3,1,30.01,Suspicious
2071,71,69,59,53,2,0,1,1,3,1,30.9,Suspicious
2398,45,60,52,10,9,2,6,6,5,5,78.11,Fake
456,25,45,32,31,9,2,6,7,5,3,79.37,Fake
4493,49,33,26,16,5,3,2,5,5,7,75.08,Fake
3995,45,43,66,66,2,1,2,3,1,3,43.75,Suspicious
